,index,id,title,popularity,tag1,tag2
3490,4211,338958,Disenchanted,41.967,notadult en comedy family fantasy princess magic fairytale wish musical sequelenglish,disillus life citi feel place suburbia frustrat happili ever easi find gisel turn magic andalasia help accident transform entir town fairi tale place famili futur happi jeopardi must race time revers spell determin happili ever truli mean famili
3491,4213,10658,Howard the Duck,27.691,notadult en comedy fantasy sciencefiction duck basedoncomic anthropomorphism extraterrestrial physicist alieninvasion alternativerealityenglish,scientif experi unknowingli bring extraterrestri life form earth laser beam first cigar smoke drake howard duck planet kid tri keep greedi scientist help back planet much less friendli arriv beam
3492,4217,1687,Escape from the Planet of the Apes,23.406,notadult en action sciencefiction spacecraft dystopia pacifism politician sequel cage chimpanzee tease cavingenglish,world shock appear three talk chimpanze arriv mysteri spacecraft intrigu intellig human use research ape attempt escap
3493,4221,836225,The Exorcism of God,70.339,notadult en horror prison smalltown mexico exorcism possession possessed exorcistenglish spanish,american priest work mexico consid saint mani local parishion howev due botch exorc carri secret eat aliv get opportun face demon one final time
3494,4222,175112,Tinker Bell and the Pirate Fairy,29.401,notadult en animation family fairytale fairy pirate curiosity duringcreditsstinger womandirectorenglish,zarina smart ambiti fairi captiv blue pixi dust endless possibl flee pixi hollow join forc scheme pirat skull rock make captain ship tinker bell friend must embark epic adventur find zarina togeth go band pirat led cabin boy name jame soon known captain hook
3495,4223,21484,Possession,20.393,notadult fr horror adultery berlin germany monster police marriagecrisis germany berlinwall obsession investigation gore hysteria teacher murder domesticabuse serialkiller domesticviolence motorcycle miscarriage separation extramaritalaffair mentalillness privatedetective spiralstaircase doppelgänger dualrole maritalseparation videonasty breakdown downwardspiral impendingdivorceenglish french german,young woman left famili unspecifi reason husband determin find truth start follow wife first suspect man involv gradual find strang behavior bizarr incid indic someth possess love affair
3496,4225,10353,The Visitors II: The Corridors of Time,17.974,notadult fr comedy fantasy timetravel frenchrevolution knight wedding demon middleages(476-1453)french,sequel visitor reunit us lovabl ruffian french mediev age magic transport present often drastic consequ godefroy de montmirail travel today recov miss famili jewel sacr relic guarantor fertil confront godefroy repel servant jack crack descend effet jacquart owner chateau complic matter
3497,4228,10586,The Ghost and the Darkness,22.128,notadult en adventure action thriller london england africa lion animalattack bridge basedontruestory kenya lionattack colonialism swahilienglish,sir robert beaumont behind schedul railroad africa enlist note engin john henri patterson right ship beaumont expect result everyth seem great crew discov mutil corps project foreman seemingli kill lion sever attack patterson call fame hunter charl remington final met match bloodthirsti lion
3498,4229,10281,Friday the 13th Part VII: The New Blood,25.127,notadult en horror mask lake newjersey sadism psychopath telekinesis sequel woods slaughter serialkiller slasher seriesofmurders psychiatrist supernaturalhorrorenglish,young girl possess deadli power telekinesi accident unchain bloodthirsti jason voorhe wateri grave
3499,4231,10675,Frantic,18.755,notadult en thriller mystery hotelroom husbandwiferelationship paris france wife espionage marriedcouple manwomanrelationship manlookingforwife doctor intrigue neo-noir missingwifeenglish french,wife american doctor suddenli vanish pari find navig puzzl web languag local cop fill bureaucrat defiant mysteri waif know tell
3500,4232,936,The Pink Panther,24.092,notadult en comedy crime slapstickcomedy clouseau bumbling clumsiness policeinspectorenglish french italian,trademark phantom renown jewel thief glove left scene crime inspector clouseau expert phantom exploit feel sure know phantom strike next leav pari tyrolean alp famou lugashi jewel pink panther go howev know phantom realli matter anyon els realli
3501,4233,25475,Tinker Bell and the Lost Treasure,27.664,notadult en animation family adventure fantasy friendship basedonchildren'sbook angerissuesenglish,blue harvest moon rise allow fairi use preciou moonston restor pixi dust tree sourc magic tinker bell accident put pixi hollow jeopardi must ventur across sea secret quest set thing right
3502,4235,256835,Toy Story That Time Forgot,22.731,notadult en animation family adventure comedy christmas televisionspecial shortfilmenglish,play date gang find unchart territori coolest set action figur ever turn danger delusion trixi triceratop gang hope return bonni room toy stori time forgot
3503,4238,817758,TÁR,29.977,notadult en drama music infidelity newyorkcity berlin germany composer musician classicalmusic conductor orchestra philippines lgbt characterstudy adoptedchild concertpianist fictionalbiography metoo cancelcultureenglish french german tagalog,renown musician lydia tár day away record symphoni elev career howev lydia elabor facad begin unravel reveal dirti secret corros natur power
3504,4239,12154,3 Men and a Baby,20.166,notadult en comedy newyorkcity baby bachelor roommate adoption parenthood fatherhood abandonedbabyenglish,three bachelor find forc take care babi left one guy girlfriend
3505,4242,33542,Rumble in the Bronx,23.479,notadult cn crime action comedy thriller newyorkcity martialarts supermarket diamond gangwar disabledchild revenge vigilante organizedcrime gang fishoutofwater wedding urbansetting streetlife bronx newyorkcity duringcreditsstinger actionherocantonese english,keong come hong kong visit new york uncl wed uncl run market bronx keong offer help uncl honeymoon stay bronx keong befriend neighbor kid beat neighborhood thug caus problem market one petti thug local gang stumbl crimin situat way head
3506,4244,118406,Road to Ninja: Naruto the Movie,38.342,notadult ja animation fantasy action japan village love ninja fighting pervert alternatereality deadparents anime throwingstar onsenjapanese,sixteen year ago mysteri mask ninja unleash power creatur known demon fox hidden leaf villag konoha kill mani peopl respons fourth hokag minato namikaz wife kushina uzumaki demon fox live prison jinchūriki manag seal creatur insid newborn son naruto uzumaki tail beast seal thing continu normal howev present day peac end group ninja call akatsuki attack konoha guidanc tobi mysteri mask man behind fox rampag year ago intend execut plan rule world shroud illus
3507,4245,11252,Psycho,17.737,notadult en mystery thriller horror motel stolenmoney murder psychosis psychoenglish,young femal embezzl arriv bate motel terribl secret although version color featur differ cast set 1998 closer remak remak gu van sant often copi hitchcock camera movement edit joseph stefano script mostli carri bernard herrmann music score reus well though new arrang danni elfman record stereo
3508,4246,22586,The Swan Princess,20.896,notadult en family animation fantasy adventure comedy princess kingdom musical romanticcomedy swanenglish,beauti princess odett transform swan evil sorcer spell held captiv enchant lake befriend frog speed turtl puffin bird despit struggl keep princess safe creatur noth sorcer spell broken vow everlast love
3509,4247,111190,Adore,18.537,notadult en drama beach lovers revenge bestfriend womandirectorenglish,lil roz two lifelong friend grown togeth neighbor idyl beach town adult son develop friendship strong bind mother one summer four confront simmer emot mount find unexpect happi relationship cross bound convent
3510,4249,15283,Pom Poko,20.612,notadult ja adventure animation fantasy animal environment japanesemythology animejapanese,raccoon tama hill forc home rapid develop hous shop mall becom harder find food shelter decid band togeth fight back raccoon practic perfect ancient art transform even abl appear human hilari circumst
3511,4250,56288,Spy Kids: All the Time in the World,37.604,notadult en family comedy action espionage spy childhero secretagentenglish,eight year third film oss becom world top spi agenc spi kid depart sinc becom defunct retir spi marissa thrown back action along stepchildren maniac timekeep attempt take world order save world rebecca cecil must team hate stepmoth carmen juni sinc also grown provid gadget
3512,4253,353569,Table 19,16.378,notadult en comedy drama weddingreception misfit wedding rebound dumpedbyboyfriendenglish,elois reliev maid honor duti unceremoni dump best man via text decid attend wed anyway find seat five guest dread tabl 19
3513,4254,13205,Bambi II,19.299,notadult en animation drama family basedonnovelorbook parentchildrelationship lossoflovedone bullying relationshipproblems sequel animal fawn cartoondeerenglish,return forest join bambi reunit father great princ must rais young fawn adventur lifetim proud parent discov much learn spirit young son
3514,4255,10538,Passenger 57,28.745,notadult en action adventure thriller florida airport fbi hijacking ex-cop losangeles california terrorism alwaysbetonblackenglish,infam terrorist evad captur long time extrem clever ruthless thing get interest hijack plane carri famou secur expert john cutter stand sort thing
3515,4256,58496,Senna,15.212,notadult en documentary history sportscar competition champion rivalry teammate driver sportsdocumentary sportcompetition talentcompetition formulaone(f1) motorsport portraitofasportsman documentary biographical carracingportuguese english french japanese,remark stori brazilian race driver ayrton senna chart physic spiritu achiev track quest perfect mythic statu sinc attain subject senna documentari featur span race legend year f1 driver open season 1984 untim death decad later
3516,4257,15371,Lupin the Third: The Castle of Cagliostro,22.332,notadult ja family animation adventure comedy crime treasure samurai casino clocktower castle count basedoncomic thief counterfeit basedonmanga counterfeitmoney anime basedontvseries whimsical vibrantjapanese,success robberi leav fame thief lupin third partner jigen noth larg amount expertli craft counterfeit bill decid track forger steal treasur may find castl cagliostro includ distress find imprison
3517,4258,654028,The Christmas Chronicles: Part Two,23.52,notadult en family fantasy adventure comedy elves holiday santaclaus savingchristmas sequel christmas santa'selvesenglish,kate pierc reluctantli spend christma mom new boyfriend son jack north pole christma threaten destroy kate jack unexpectedli pull new adventur santa clau
3518,4260,16281,Creepshow,18.933,notadult en horror comedy monster halloween gore meteor buriedalive cockroach basedoncomic anthology animatedscene zombie livingdeadenglish,inspir comic 1950 georg romero stephen king bring five tale terror screen
3519,4262,16642,Days of Heaven,21.173,notadult en drama romance chicago illinois farm husbandwiferelationship lovetriangle texas marriage field love poverty classdifferences farmer jealoushusband harvestenglish italian,1916 chicago steel worker accident kill supervisor flee texa panhandl girlfriend littl sister work harvest wheat field stoic farmer
3520,4263,10489,Cujo,27.168,notadult en horror thriller basedonnovelorbook animalattack cadillac dam corpse dog rabies rabiddog rabbithole trappedincar maddog pets animalhorror saintbernarddogenglish,friendli bernard name cujo contract rabi conduct reign terror small american town
3521,4266,12690,Appaloosa,18.227,notadult en drama western crime smalltown newmexico ranch cowboy farwestenglish spanish,two friend hire polic small town suffer rule rancher find job complic arriv young widow
3522,4267,10438,Beethoven's 2nd,16.944,notadult en family comedy california sell holdings puppy st.bernard dogenglish french german spanish italian,beethoven back time whole brood met canin match missi father famili problem missi owner regina want sell puppi tear clan apart beethoven newton kid save day keep everyon togeth
3523,4268,579583,The King of Staten Island,17.148,notadult en comedy drama tattoo slacker stoner statenisland newyorkcity firefighterenglish,scott case arrest develop ever sinc firefight father die seven reach achiev littl chase dream becom tattoo artist seem far reach ambiti younger sister head colleg scott still live exhaust er nurs mother spend day smoke weed hang guy oscar igor richi secretli hook childhood friend kelsey mother start date loudmouth firefight name ray set chain event forc scott grappl grief take first tent step toward move forward life
3524,4271,9766,Gridiron Gang,16.908,notadult en crime drama prisoner sports competition probationassistant americanfootball basedontruestory losangeles california mothersonrelationship juveniledelinquencyenglish,teenag juvenil detent center leadership counselor gain play footbal togeth
3525,4275,36819,Time Bandits,20.436,notadult en family fantasy sciencefiction adventure comedy treasure dwarf pig magic map titanic timetravel robinhood tank satire napoleonbonaparte cage minotaur burglary steampunk armwrestling ancientgreece giant ogre turnedintoanimalenglish,young histori buff kevin scarc believ six dwarf emerg closet one night former employe suprem purloin map chart hole fabric time use steal treasur differ histor era take kevin various drop napoleon robin hood king agamemnon suprem catch
3526,4276,9292,Hudson Hawk,18.461,notadult en action adventure comedy rome italy gangster vatican blackmail painting leonardodavinci masterthief conspiracyenglish italian,eddi hawkin call hudson hawk releas ten year prison plan spend rest life honestli crazi mayflow coupl blackmail steal work leonardo da vinci refus threaten kill friend tommi
3527,4277,10073,Date Movie,19.768,notadult en comedy romance date diary parents-in-law bridegroom parody crudehumor spoof weddingenglish,spoof romant comedi focus man crush parent father
3528,4278,705996,Decision to Leave,46.48,notadult ko thriller mystery romance sea secretlove police widow detective mountain investigation languagebarrier forbiddenlove foreignlanguage love audiorecording phone mountainclimbing murdermystery murdersuspect busan southkorea southkorea policeproceduralenglish mandarin korean,mountain peak south korea man plummet death jump push detect arriv scene begin suspect dead man wife dig deeper investig find trap web decept desir
3529,4279,615774,Scooby-Doo! Return to Zombie Island,16.342,notadult en fantasy animation family adventure comedy mystery horror talkingdog zombieenglish,pal win paid vacat embark trip lifetim tropic paradis destin howev turn zombi island soon arriv realiz place look strang familiar reminisc trip took year ago becam wrap mysteri involv zombi gang soon learn trip paradis come price zombi attack hotel mysteri gang final solv mysteri behind zombi island
3530,4283,11171,Mysterious Skin,18.456,notadult en drama childabuse amnesia post-traumaticstressdisorder(ptsd) basedonnovelorbook trainer hustler trauma malehomosexuality prostitution buriedmemories childhoodsexualabuse sexualassault 1980s 1990s lossofinnocence repressedtrauma childsexualabuse lgbtinterest kansasenglish,teenag hustler young man obsess alien abduct cross path togeth discov horribl liber truth
3531,4285,2176,The Glass House,15.001,notadult en drama thriller california siblingrelationship lossoflovedone psychologicalthriller orphan caraccidentspanish english,rubi rhett parent kill car accid carefre teenag live suddenli shatter move incred hous malibu glass old friend famili seem begin new life
3532,4287,13377,How the Grinch Stole Christmas!,18.13,notadult en animation family comedy sleigh monster basedonnovelorbook heart holiday obsession santaclaus materialism christmastree surrealism affection snow dog christmasenglish,bitter hate grinch irrit thought nearbi villag happi time celebr christma disguis santa clau dog made look like reindeer decid raid villag steal christma thing
3533,4288,10823,Children of the Corn,22.323,notadult en horror thriller smalltown sacrifice childrengang humansacrifice paganism evilpreacher preacher basedonshortstory religiouscult killerchild folkhorror cornfieldenglish,boy preacher name isaac goe town nebraska call gatlin get children murder everi adult town
3534,4289,2028,Say Anything...,20.019,notadult en romance comedy drama highschool seattle washington highschoolgraduation teenagecrush teenagelove kickboxer oppositesattract valedictorian teenageangstenglish,lloyd etern optimist seek captur heart dian unattain high school beauti student surpris return sentiment dian divorc dad disapprov go take power love conquer
3535,4300,11637,Are We There Yet?,16.87,notadult en family adventure comedy romance macho carjourney roadtrip prettywoman troubleenglish,fledgl romanc nick playboy bachelor suzann divorc mother two threaten particularli harrow new year eve suzann work keep vancouv holiday nick offer bring kid citi portland oregon kid never like men mom date determin turn trip nightmar nick
3536,4302,8092,This Boy's Life,20.486,notadult en drama jealousy singleparent seattle washington carmechanic stepfather comingofage alcoholic oppression 1950senglish,son mother move seattl hope better life mother meet seemingli polit man thing go south man turn abus endang live mother struggl maintain hope imposs situat son plan escap
3537,4303,10068,Nine 1/2 Weeks,22.071,notadult en romance drama prostitute sexualobsession women'ssexualidentity broker galleryowner sadomasochismenglish,erot stori woman assist art galleri get involv imperson affair man bare know life sex game play relationship begin get complic
3538,4304,11527,Excalibur,19.284,notadult en adventure fantasy witch adultery holygrail lovetriangle england magic prophecy fog mythology castle vision knight kingarthur tournament duel battle mist excalibur wizard lancelot swordandsorceryenglish,surreal adapt sir thoma malori le mort chronicl arthur pendragon concept rise throne search knight round tabl holi grail ultim death
3539,4306,726759,Tetris,26.113,notadult en thriller history drama videogame nintendo coldwar basedontruestory salesman copyright duringcreditsstinger 1980s russiaenglish hungarian japanese russian,1988 american video game salesman henk roger discov video game tetri set bring game world enter danger web lie corrupt behind iron curtain
3540,4307,536869,Cats,19.589,notadult en fantasy comedy drama dance cat musical basedonplayormusical resurrection basedonsong poemorrhyme vignette badcgi sobadit’sgoodenglish,tribe cat call jellicl must decid yearli one ascend heavisid layer come back new jellicl life
3541,4308,1440,Little Children,17.119,notadult en drama romance pedophilia adultery smalltown mother husbandwiferelationship basedonnovelorbook skateboarding parentchildrelationship heartattack boston massachusetts psychopath americanfootball confession eroticism feminism infant loser housewife bourgeoisie deceivedwife playground stay-at-homedad ex-cop prejudice suburb lust extramaritalaffair irreverence misogynist catalogue psychologicaldramaenglish,live two lovelorn spous separ marriag regist sex offend disgrac offic intersect struggl resist vulner temptat
3542,4310,11481,Repulsion,16.277,notadult en drama thriller horror london england schizophrenia post-traumaticstressdisorder(ptsd) hallucination rent loneliness blackandwhite psychosisenglish,beauti young manicurist carol suffer androphobia patholog fear interact men sister roommat helen leav london flat go italian holiday marri boyfriend carol withdraw apart begin experi fright hallucin fear gradual mutat mad
3543,4311,19101,A Little Princess,16.173,notadult en drama family fantasy basedonnovelorbook parentchildrelationship boardingschool servant privateschool femalefriendship school littlegirl orphan classdifferences india schoolgirl presumeddead attic magicrealism interracialfriendship africanamericanservantenglish french,father enlist fight british wwi young sara crew goe new york attend board school late mother attend soon clash sever headmistress miss minchin attempt stifl sara creativ sens
3544,4314,59968,Our Idiot Brother,17.451,notadult en comedy drama siblingrelationship familyclan idealist duringcreditsstingerenglish,everybodi sibl alway littl bit behind curv come get life togeth sister liz miranda natali person perenni upbeat brother ned live begin unravel ned famili come realis ned idiot
3545,4317,11078,National Security,22.468,notadult en action comedy crime safety patrol conflict policeacademy securityguard buddycop lapdenglish,earl montgomeri bombast polic academi reject hank rafferti disgrac cop ca seem escap met opposit side law routin traffic stop escal control lowli secur guard thrown togeth bust smuggl oper
3546,4319,227783,The Nut Job,16.425,notadult en animation comedy family adventure squirrel heist anthropomorphism park animal nutenglish,surli curmudgeon independ squirrel banish park forc surviv citi lucki stumbl one thing may abl save life rest park commun gear winter mauri nut store
3547,4323,795514,The Fallout,33.44,notadult en drama highschool trauma comingofage femaleprotagonist schoolshooting womandirector generationz sistersisterrelationshipenglish,wake school tragedi vada mia quinton form uniqu dynam bond navig never linear often confus journey heal world feel forev chang
3548,4324,12110,Dracula: Dead and Loving It,24.618,notadult en comedy horror vampire spoof draculagerman english,lawyer show vampir doorstep fall prey charm join search fresh blood enter professor van hels may one abl vanquish count
3549,4325,1365,Monster's Ball,15.357,notadult en drama romance newlove ethnicstereotype waitress unsociability overweightchild parentchildrelationship southernusa lossoflovedone interracialrelationship electricchair xenophobiaenglish,prison guard begin tent romanc unsuspect widow man whose execut presid
3550,4326,493551,Operation Finale,18.86,notadult en drama history thriller israel mossad nazi worldwarii biography basedontruestory argentina nazihunter adolfeichmann'strial nazitrialsenglish hebrew german spanish,1960 team isra secret agent deploy find adolf eichmann infam nazi architect holocaust supposedli hidden argentina get israel judg
3551,4327,397567,Along with the Gods: The Two Worlds,25.203,notadult ko action adventure fantasy thriller afterlife hell trial basedoncomic god grimreaper bromance myth basedonwebcomicorwebtoonkorean,die unexpectedli firefight taken afterlif 3 afterlif guardian pass 7 trial 49 day prove innoc human life abl reincarn 3 afterlif guardian side defend trial
3552,4328,965150,Aftersun,37.165,notadult en drama hotel depression karaoke tourist melancholy vacation turkey swimmingpool comingofage memory taichi familyvacation firstkiss teenagedaughter lgbt videorecorder womandirector moody rug fatherdaughterrelationship reminiscing gaytheme bittersweetenglish turkish,sophi reflect share joy privat melancholi holiday took father twenti year earlier memori real imagin fill gap minidv footag tri reconcil father knew man
3553,4331,6623,The Peacemaker,21.611,notadult en action thriller helicopter politics nuclearmissile bridge traincrash train terrorism military womandirector basedonmagazine newspaperorarticleenglish russian serbian bosnian croatian,train carri atom warhead mysteri crash former soviet union nuclear specialist discov accid realli part plot cover theft weapon assign help recov miss bomb crack special forc colonel
3554,4332,531306,Rim of the World,17.755,notadult en sciencefiction adventure action comedy summercamp alien alieninvasion pasadenaenglish,strand summer camp alien attack planet four teen noth common embark peril mission save world
3555,4334,379291,Justice League vs. Teen Titans,17.033,notadult en sciencefiction action animation adventure comedy superhero cartoon basedoncomic superpower superheroteam teensuperhero dcanimatedmovieuniverseenglish,robin sent batman work teen titan volatil behavior botch justic leagu mission titan must step face trigon possess leagu threaten conquer world
3556,4336,11864,Enemy Mine,17.065,notadult en drama sciencefiction future friendship narration slavery spacebattle complicatedbirth alien space stranded racism planet slave reptilian severedear maneatingmonster two-handerenglish,soldier earth crashland alien world sustain battl damag eventu encount anoth survivor enemi speci fight band togeth surviv hostil world end human find care enemi complet unexpect way
3557,4338,395841,Hold the Dark,16.107,notadult en thriller mystery crime basedonnovelorbook police hunter murder alaska shootout writer soldier darksecret motelroom hotspring wolves animalmask graphicviolenceenglish,grim alaskan winter naturalist hunt wolv blame kill local boy soon find swept chill mysteri
3558,4340,8386,How High,18.379,notadult en comedy university smoke stonermovieenglish,rap superstar redman method man star jamal sila two regular guy smoke someth magic ace colleg entranc exam wind harvard ivi leagu way strang sila jamal take stride suppli supernatur smoke run dri start live wit reli natur resourc make grade
3559,4341,10057,The Three Musketeers,20.241,notadult en action adventure comedy paris france musketeerenglish,travel pari hope becom musket one french king elit bodyguard discov corp disband conniv cardin richelieu secretli hope usurp throne fortun atho portho arami refus lay weapon continu protect king join rogu expos richelieu plot crown
3560,4343,11185,"See No Evil, Hear No Evil",16.659,notadult en comedy crime blindnessandimpairedvision friendship deaf villainess suspicionofmurder witness slapstickcomedy murder blindnessenglish,murder take place shop david lyon deaf man fail hear gunshot fire outsid blind man walli karu hear shot see perpetr arrest escap form unlik partnership chase law origin killer pair work togeth outwit
3561,4346,82650,Diary of a Wimpy Kid: Dog Days,20.393,notadult en comedy family bestfriend summer basedonchildren'sbook sweetsixteen duringcreditsstinger poolpartyenglish,summertim greg heffley look forward play video game spend time friend howev greg dad plan decid bond time order desper prevent dad ruin summer vacat greg pretend job ritzi countri club greg plan backfir leav middl embarrass mishap camp trip gone wrong
3562,4349,8852,Prince of Darkness,17.277,notadult en horror research dream obsession secretsociety timetravel satan anti-christ artifact priest losangeles california church demon sataniccultlatin english,research team find mysteri cylind desert church open could mean end world
3563,4350,177888,Teen Beach Movie,15.891,notadult en family music tvmovie comedy surfer musical filminfilm teenmovie summer 1960s teenagerenglish,life beach surfer bradi mckenzi rogu wave magic transport insid classic beach parti flick wet side stori rivalri biker surfer threaten erupt amidst sea surf sing danc bradi mack accident chang storylin film dreami hero heroin fall instead
3564,4356,400136,Resident Evil: Vendetta,32.738,notadult ja animation horror adventure action sciencefiction sequel zombie basedonvideogame virus animeenglish japanese,bsaa chri redfield enlist help govern agent leon kennedi professor rebecca chamber alexand institut biotechnolog stop death merchant vengeanc spread deadli viru new york
3565,4358,672582,The Deep House,34.201,notadult en horror lake france diving supernatural hauntedhouse scubadiving drone underwater diver youtube satanicritual ghost aftercreditsstinger holdingbreathunderwaterenglish french,dive remot french lake coupl youtub specialis underwat explor video discov hous submerg deep water initi uniqu find soon turn nightmar discov hous scene atroci crime trap oxygen reserv fall danger realis worst yet come alon hous
3566,4361,1628,Jules and Jim,15.823,notadult fr drama romance adultery friendship prostitute jealousy paris france basedonnovelorbook lovetriangle musician marriage love polyamory austrian 1910s nouvellevagueenglish french german,carefre day world war introvert austrian author jule strike friendship exuber frenchman jim men fall impuls beauti catherin
3567,4362,819876,Crimes of the Future,15.144,notadult en horror sciencefiction detective dystopia murder performanceart transhumanism surgery shipyard bodyhorror organharvesting biotechcompanyenglish,partner capric celebr perform artist saul tenser publicli showcas metamorphosi organ perform timlin investig nation organ registri obsess track movement mysteri group reveal mission use saul notorieti shed light next phase human evolut
3568,4363,12335,Bedknobs and Broomsticks,20.367,notadult en adventure fantasy comedy family music animation witch flying nazi worldwarii knight liveactionandanimation childreninwartime farmer'smarketenglish,three children evacu london world war ii forc stay eccentr spinster children initi fear disappear find fact traine witch
3569,4364,4244,The Kid,15.715,notadult en fantasy comedy family agedifference midlifecrisis suppressedpast changingthepastorfutureenglish,power businessman russ duritz immers work magic moon meet rusti chubbi charm version ca believ could turn badli life dog rusti help russ abl reconcil person use dream man actual becom
3570,4366,3604,Flash Gordon,18.503,notadult en sciencefiction adventure action fighter emperor solareclipse prince deception alienplanet duel scientist spaceopera flashgordon evildictator actionhero floatingcity giantforestenglish,footbal player mate travel planet mongo find fight tyranni ming merciless save earth
3571,4368,140,Bad Education,15.183,notadult es drama sexualidentity friendship spain sexualabuse drugabuse transvestism madrid spain transsexuality boardingschool screenplay identity moviebusiness teacher murder priest lgbt childhoodfriends catholicism 1980s filmdirectorlatin spanish,two children ignacio enriqu know love movi fear religi school begin 1960 father manolo director school professor literatur wit part discoveri three follow next decad reunion mark life death
3572,4369,603661,The Hating Game,25.508,notadult en romance comedy newyorkcity basedonnovelorbook rivalry love-haterelationship nemesis fallinginlove youngwoman youngman merger jobpromotion officeromance publishinghouse holidays enemiestolovers workingtowardjobpromotionenglish,resolv achiev profession success without compromis ethic luci embark ruthless game cold effici nemesi joshua rivalri complic grow attract
3573,4370,8427,I Spy,19.359,notadult en action adventure comedy thriller budapest hungary kidnapping liberationofhostage boxer secretagent hostage-taking womandirectorenglish hungarian russian,switchblad sophist prototyp stealth fighter creat yet stolen govern one unit state top spi alex scott call action expect get team cocki civilian world class box champion kelli robinson danger top secret espionag mission assign use equal part skill humor catch arnold gundar one world success arm dealer
3574,4371,8388,¡Three Amigos!,19.876,notadult en comedy western hero mexico village usa–mexicoborder confusion spoof westernhero westernbandenglish german spanish,trio unemploy silent film actor mistaken real hero small mexican villag search someon stop malevol bandit
3575,4372,360784,Hidden,31.433,notadult en thriller horror helicopter quarantine nightmare underground shelter flashback outbreak murder virus creepydollenglish,famili take refug fallout shelter avoid danger outbreak
3576,4373,193687,Z for Zachariah,17.255,notadult en sciencefiction drama farm jealousy basedonnovelorbook nuclearwar lovetriangle faith radiation dystopia tractor post-apocalypticfuture church drunk waterwheelenglish,wake nuclear war young woman surviv fear may actual proverbi last woman earth discov astonish sight life anoth human distraught scientist nearli driven mad radiat exposur desper search other fragil imper strand trust connect stranger enter valley precari bond begin unravel
3577,4374,11381,Tommy Boy,18.852,notadult en comedy roadtrip buddyenglish,save famili busi two ne travel salesmen hit road disastr funni consequ
3578,4381,438674,Dragged Across Concrete,15.605,notadult en crime action thriller gold husbandwiferelationship corruption siblingrelationship hostage heist murder shootout brutality criminal ex-con crookedcop reunitedfriends suspendedcop stakeout violenceenglish spanish,two policemen one volatil younger partner find suspend video tactic becom media caus du jour low cash option two embitt soldier descend crimin underworld gain due instead find far want await shadow
3579,4382,11237,Anacondas: The Hunt for the Blood Orchid,30.476,notadult en adventure fantasy action horror research humanvsnature snake predator traitor village expedition amazonrainforest orchid survival jungle creature anaconda stormynight animalhorror stormyweather predatorvsanimalenglish,blood orchid rare flower could hold secret etern life worth fortun compani find first led pharmaceut research team scientif expedit set go explor deep jungl borneo locat bring back sampl legendari plant battl rainstorm make way upriv group encount poison insect feroci crocodil discov stalk even greater danger gather giant anaconda flesh eater go anyon cross path
3580,4383,69735,Batman: Year One,32.036,notadult en action animation crime superhero basedoncomic vigilante policecorruption basedongraphicnovel originofhero maskedvigilante adultanimation policevigilantism womandirector vigilantism commissionergordonportuguese english,wealthi playboy name bruce wayn chicago cop name jim gordon return gotham citi live unexpectedli intersect
3581,4386,4413,The Brave One,16.179,notadult en crime drama thriller newyorkcity metropolis lossoflovedone bravery urbanlife revenge vigilante rapeandrevenge radioshowhost centralpark newyorkcityenglish italian,woman struggl recov brutal attack set mission reveng
3582,4388,574060,Gunpowder Milkshake,22.403,notadult en action crime thriller assassin hitwoman motherdaughterestrangementenglish russian,protect girl danger assassin reunit mother lethal associ take ruthless crime syndic armi henchmen
3583,4389,12207,The Legend of Drunken Master,23.853,notadult cn action comedy friendship martialarts kungfu showdown china alcohol parentchildrelationship fistfight duel drinking drunkenmaster earlyrepublicanchina drunkenboxingcantonese,return home father shop expedit wong unwittingli caught battl foreign wish export ancient chines artifact loyalist want piec leav countri must fight foreign use drunken box style overcom father antagon well
3584,4391,1714,Fahrenheit 451,17.397,notadult en drama sciencefiction husbandwiferelationship basedonnovelorbook dystopia totalitarianregime bookburning co-workersrelationship firefighter politicalrepression bookwormenglish,futur govern maintain control public opinion outlaw literatur maintain group enforc known firemen perform necessari book burn fireman montag begin question moral
3585,4394,9696,Ichi the Killer,19.807,notadult ja action crime horror pain yakuza gore dominatrix violenceagainstwomen piercing basedonmanga drugs twins blade masochist sadistictorture predatorturnsvictim anarchiccomedycantonese english japanese,sadomasochist yakuza enforc kakihara search miss boss come across ichi repress psychot killer may abl inflict level pain kakihara dream
3586,4395,48572,Red State,15.019,notadult en horror action thriller homophobia christianity pastor protest sign socialcommentary religiousfundamentalism aftercreditsstinger duringcreditsstinger gaythemeenglish,set middl america group teen receiv onlin invit sex though soon encount christian fundamentalist much sinist agenda
3587,4396,829560,The Next 365 Days,109.02,notadult pl romance drama gangster bdsm richmanpoorwomanpolish english italian,laura massimo relationship hang balanc tri overcom trust issu tenaci nacho work push apart
3588,4399,10322,Being There,15.602,notadult en comedy drama usapresident washingtondc usa basedonnovelorbook identity autism impotence botanistenglish,garden name chanc spent life washington hous old man man die chanc put street knowledg world except learn televis
3589,4400,522016,The 355,29.949,notadult en action thriller spy airplanecrash agent safehouse cyberterrorismarabic english french mandarin spanish german,group top femal agent american british chines colombian german govern agenc drawn togeth tri stop organ acquir deadli weapon send world chao
